Fatura no;Fatura Ýçeriði
C012022002270501;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (06/24)
C012022002484331;TELEFON
BTE2023000000031;SISTEM DESTEK HIZMET BEDELI
ANE2023000000009;DÝSPLAYPORT ERKEK-ERKEK 1.5MT
BTE2023000000039;SISTEM DESTEK HIZMET BEDELI
AAA2023000000001;CANON 057H MUADÝL TONER    
AAA2023000000001;HP CE505X MUADÝL TONER 6400 SAYFA    
AAA2023000000001;YAZICI TAMÝRÝ (GEAR DÝÞLÝ GURUBU)   
AAA2023000000017;HP CE505X MUADÝL TONER 6400 SAYFA    
YFR2023000000038;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2023000000045;PROJE VE DANIÞMANLIK HÝZMETÝ
BIL2023000000021;A120 TELSÝZ TELEFON
AAA2023000000034;A0XXPP6H01 TRANSFER ROLLER ASSY  
AAA2023000000034;DEVELOP TN118 TONER  
AAA2023000000034;HP CE505X MUADÝL TONER 6400 SAYFA    
YFR2023000000147;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023000014923;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000014923;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000014923;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000014923;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000014923;SANAL VERÝ MERKEZÝ (%18 KDV )
A162023000469314;DSL(ÝNTERNET)
A162023000088243;DSL(ÝNTERNET)
YFR2023000000126;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023000110584;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000110584;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000110584;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000110584;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000110584;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%18 KDV )
01S2023000110584;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2023000110584;SANAL VERÝ MERKEZÝ (%18 KDV )
A162023000349958;DSL(ÝNTERNET)
XB62023013102143;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (OCAK 2023)(GSM:20% SA:14% SI:53% TN:1% TO:6% DO:6% )
XB62023013102143;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (OCAK 2023)
XB62023013102143;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (OCAK 2023)(GSM:27% SA:12% SI:54% DO:7% )
XB62023013102143;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (OCAK 2023)(GSM:14% SA:17% SI:56% TN:3% DO:9% )
XB62023013102143;(KOBÝ) 35 MBPS E KADAR - 2662465109 (ÞUBAT 2023)
XB62023013102143;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (OCAK 2023)
XB62023013102143;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (OCAK 2023)(GSM:18% SA:14% SI:53% TN:1% TO:1% DO:13% )
XB62023013102143;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (OCAK 2023)(GSM:18% SA:10% SI:55% TN:1% TO:10% DO:7% )
XB62023013102143;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (OCAK 2023)(GSM:23% SA:15% SI:60% TO:1% DO:2% )
XB62023013102143;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (OCAK 2023)(GSM:16% SA:21% SI:55% DO:9% )
XB62023013102143;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (OCAK 2023)
C012022002484331;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (07/24)
C012023000193869;TELEFON
BTE2023000000424;SISTEM DESTEK HIZMET BEDELI
BTE2023000000432;SISTEM DESTEK HIZMET BEDELI
AAA2023000000036;CANON 057H MUADÝL TONER   
AAA2023000000054;CANON 057H MUADÝL TONER
YFR2023000000180;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2023000000187;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2023000000299;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023000137504;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000137504;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000137504;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000137504;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000137504;SANAL VERÝ MERKEZÝ (%18 KDV )
A162023001031123;DSL(ÝNTERNET)
A162023000784345;DSL(ÝNTERNET)
YFR2023000000278;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023000153519;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000153519;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000153519;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000153519;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000153519;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%18 KDV )
01S2023000153519;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2023000153519;SANAL VERÝ MERKEZÝ (%18 KDV )
A162023000859235;DSL(ÝNTERNET)
XC32023022802398;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (MART 2023)
XC32023022802398;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (ÞUBAT 2023)(GSM:21% SA:28% SI:36% DO:16% )
XC32023022802398;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (ÞUBAT 2023)
XC32023022802398;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (ÞUBAT 2023)(GSM:29% SA:11% SI:54% TN:3% DO:3% )
XC32023022802398;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (ÞUBAT 2023)(GSM:29% SA:22% SI:38% TN:4% DO:8% )
XC32023022802398;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (ÞUBAT 2023)
XC32023022802398;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (ÞUBAT 2023)(GSM:24% SA:24% SI:41% DO:10% )
XC32023022802398;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (ÞUBAT 2023)(GSM:32% SA:11% SI:50% TO:2% DO:6% )
XC32023022802398;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (ÞUBAT 2023)
XC32023022802398;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (ÞUBAT 2023)(GSM:26% SA:12% SI:56% TN:1% TO:2% DO:2% )
XC32023022802398;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (ÞUBAT 2023)(GSM:26% SA:23% SI:44% DO:7% )
C012023000193869;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (08/24
C012023000406464;TELEFON
BTE2023000000728;SISTEM DESTEK HIZMET BEDELI
BTE2023000000736;SISTEM DESTEK HIZMET BEDELI
AAA2023000000072;CANON 057H MUADÝL TONER    
Raart01;ÝLAN, REKLAM VE TANITIM
YFR2023000000314;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2023000000321;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2023000000441;AYLIK TELEFON DESTEK HÝZMETÝ
YFR2023000000420;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023000318216;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000318216;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000318216;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000318216;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000318216;SANAL VERÝ MERKEZÝ (%18 KDV )
A162023001322743;DSL(ÝNTERNET)
A162023001304354;DSL(ÝNTERNET)
A162023001084125;DSL(ÝNTERNET)
XD62023033101117;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (NÝSAN 2023)
XD62023033101117;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (MART 2023)(GSM:21% SA:6% SI:67% DO:6% )
XD62023033101117;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (MART 2023)(GSM:37% SA:12% SI:34% TO:4% DO:13% )
XD62023033101117;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (MART 2023)(GSM:23% SA:7% SI:59% TO:4% DO:6% )
XD62023033101117;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (MART 2023)(GSM:37% SA:8% SI:39% TO:8% DO:8% )
XD62023033101117;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (MART 2023)(GSM:28% SA:16% SI:30% TO:4% DO:22% )
XD62023033101117;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (MART 2023)(GSM:16% SA:12% SI:47% TO:9% DO:16% )
XD62023033101117;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (MART 2023)
XD62023033101117;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (MART 2023)
XD62023033101117;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (MART 2023)
XD62023033101117;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (MART 2023)(GSM:28% SA:14% SI:49% TO:6% DO:4% )
C012023000406464;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (09/24)
C012023000618824;TELEFON
BTE2023000001132;SISTEM DESTEK HIZMET BEDELI
BTE2023000001140;SISTEM DESTEK HIZMET BEDELI
Raart02;ÝLAN, REKLAM VE TANITIM
YFR2023000000470;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2023000000477;PROJE VE DANIÞMANLIK HÝZMETÝ
AAA2023000000124;CANON 057H MUADÝL TONER  
AAA2023000000124;HP CE505X MUADÝL TONER 6400 SAYFA  
AAA2023000000124;HP CE285A MUADÝL TONER 1600 SAYFA    
AAA2023000000131;CANON 057H MUADÝL TONER    
YFR2023000000590;AYLIK TELEFON DESTEK HÝZMETÝ
YFR2023000000570;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023000415951;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000415951;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000415951;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000415951;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000415951;SANAL VERÝ MERKEZÝ (%18 KDV )
A162023001841985;DSL(ÝNTERNET)
A162023001727598;DSL(ÝNTERNET)
01S2023000307068;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000307068;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000307068;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000307068;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000307068;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%18 KDV )
01S2023000307068;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2023000307068;SANAL VERÝ MERKEZÝ (%18 KDV )
A162023001800755;DSL(ÝNTERNET)
XE52023043000857;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (NÝSAN 2023)
XE52023043000857;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (NÝSAN 2023)(GSM:27% SA:13% SI:46% DO:14% )
XE52023043000857;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (NÝSAN 2023)
XE52023043000857;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (MAYIS 2023)
XE52023043000857;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (NÝSAN 2023)(GSM:26% SA:19% SI:37% TO:10% DO:8% )
XE52023043000857;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (NÝSAN 2023)(GSM:19% SA:8% SI:63% TN:2% DO:8% )
XE52023043000857;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (NÝSAN 2023)(GSM:20% SA:30% SI:35% DO:15% )
XE52023043000857;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (NÝSAN 2023)(GSM:28% SA:7% SI:52% TN:3% DO:10% )
XE52023043000857;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (NÝSAN 2023)(GSM:19% SA:23% SI:45% TN:2% DO:11% )
XE52023043000857;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (NÝSAN 2023)
XE52023043000857;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (NÝSAN 2023)(GSM:14% SA:10% SI:47% TO:14% DO:14% )
C012023000618824;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (10/24)
C012023000828125;TELEFON
BTE2023000001439;SISTEM DESTEK HIZMET BEDELI
AAA2023000000135;DEVELOP TN118 TONER    
BTE2023000001446;SISTEM DESTEK HIZMET BEDELI
Raart03;ÝLAN, REKLAM VE TANITIM
BTM2023000000344;KABLO 305 METRE CAT6 ONLÝ
BTM2023000000581;HDD SSD 240GB HP S650 2.5ÝNC
YFR2023000000618;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2023000000624;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2023000000748;AYLIK TELEFON DESTEK HÝZMETÝ
ANE2023000001357;SCART SCART ERKEK-DÝÞÝ KABLO 20CM
YFR2023000000728;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023000582240;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000582240;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000582240;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000582240;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000582240;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2023000582240;SANAL VERÝ MERKEZÝ (%18 KDV )
A162023002591664;DSL(ÝNTERNET)
A162023002462775;DSL(ÝNTERNET)
01S2023000573579;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000573579;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000573579;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000573579;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000573579;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%18 KDV )
01S2023000573579;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2023000573579;SANAL VERÝ MERKEZÝ (%18 KDV )
A162023002129455;DSL(ÝNTERNET)
XF62023053100438;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (MAYIS 2023)(GSM:30% SA:8% SI:59% TN:1% DO:2% )
XF62023053100438;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (MAYIS 2023)
XF62023053100438;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (MAYIS 2023)(GSM:26% SA:14% SI:47% DO:13% )
XF62023053100438;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (MAYIS 2023)(GSM:16% SA:20% SI:63% DO:1% )
XF62023053100438;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (MAYIS 2023)(GSM:33% SA:9% SI:51% TN:1% DO:6% )
XF62023053100438;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (MAYIS 2023)(GSM:21% SA:8% SI:52% TO:2% DO:16% )
XF62023053100438;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (MAYIS 2023)(GSM:21% SA:9% SI:64% TN:2% DO:3% )
XF62023053100438;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (MAYIS 2023)
XF62023053100438;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (HAZÝRAN 2023)
XF62023053100438;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (MAYIS 2023)
XF62023053100438;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (MAYIS 2023)(GSM:22% SA:9% SI:50% DO:20% )
C012023000828125;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (11/24
C012023001036577;TELEFON
BTE2023000001762;SISTEM DESTEK HIZMET BEDELI
BTE2023000001769;SISTEM DESTEK HIZMET BEDELI
Raart04;ÝLAN, REKLAM VE TANITIM
BTE2023000001834;SISTEM DESTEK HIZMET BEDELI FARK BEDELI
AAA2023000000181;CANON 057H MUADÝL TONER    
AAA2023000000185;PRESS2035 HP P2035 PRESS ROLLER    
AAA2023000000185;PRESS2035 HP P2035 PRESS ROLLER    
AAA2023000000185;ARM2035 HP P2035 ARM SWÝNG GEAR 
YFR2023000000781;PROJE VE DANIÞMANLIK HÝZMETÝ
BTM2023000000742;AP ZYXEL OUTDOOR
BNF2023000000090;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023000606213;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000606213;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000606213;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000606213;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000606213;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2023000606213;SANAL VERÝ MERKEZÝ (%18 KDV )
A162023052739443;DSL(ÝNTERNET)
A162023052456232;DSL(ÝNTERNET)
BNF2023000000070;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023000623188;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000623188;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000623188;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000623188;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000623188;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%18 KDV )
01S2023000623188;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2023000623188;SANAL VERÝ MERKEZÝ (%18 KDV )
A162023052713956;DSL(ÝNTERNET)
XG52023063000108;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (HAZÝRAN 2023)
XG52023063000108;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (HAZÝRAN 2023)(GSM:15% SA:8% SI:72% TN:2% DO:2% )
XG52023063000108;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (HAZÝRAN 2023)
XG52023063000108;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (HAZÝRAN 2023)(GSM:18% SA:15% SI:41% TN:3% TO:14% DO:9% )
XG52023063000108;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (HAZÝRAN 2023)(GSM:29% SA:5% SI:60% TN:3% DO:3% )
XG52023063000108;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (HAZÝRAN 2023)(GSM:38% SA:19% SI:36% DO:8% )
XG52023063000108;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (HAZÝRAN 2023)
XG52023063000108;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (TEMMUZ 2023)
XG52023063000108;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (HAZÝRAN 2023)(GSM:25% SA:6% SI:64% TN:5% )
XG52023063000108;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (HAZÝRAN 2023)(GSM:14% SA:10% SI:62% TN:14% )
XG52023063000108;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (HAZÝRAN 2023)(GSM:17% SA:15% SI:51% TN:2% DO:15% )
C012023001036577;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (12/24)
C012023001245163;TELEFON
BTE2023000002019;SISTEM DESTEK HIZMET BEDELI
BTE2023000002026;SISTEM DESTEK HIZMET BEDELI
AAA2023000000201;CANON 057H MUADÝL TONER   
Raart05;ÝLAN, REKLAM VE TANITIM
BNF2023000000242;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2023000000137;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2023000000222;AYLIK TELEFON DESTEK HÝZMETÝ
Raart06;ÝLAN, REKLAM VE TANITIM
01S2023000823645;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2023000823645;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2023000823645;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000823645;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000823645;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000823645;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2023000823645;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000823645;UZAKTAN YEDEKLEME (%20 KDV )
01S2023000823645;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2023000823645;SANAL VERÝ MERKEZÝ (%18 KDV )
01S2023000823645;SANAL VERÝ MERKEZÝ (%20 KDV )
01S2023000823645;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
A162023053295309;DSL(ÝNTERNET)
01S2023000717211;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2023000717211;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2023000717211;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2023000717211;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2023000717211;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2023000717211;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2023000717211;UZAKTAN YEDEKLEME (%20 KDV )
01S2023000717211;UZAKTAN YEDEKLEME (%18 KDV )
01S2023000717211;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2023000717211;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%18 KDV )
01S2023000717211;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2023000717211;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2023000717211;SANAL VERÝ MERKEZÝ (%20 KDV )
01S2023000717211;SANAL VERÝ MERKEZÝ (%18 KDV )
A162023053253563;DSL(ÝNTERNET)
XH62023073101301;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (TEMMUZ 2023)(GSM:42% SA:9% SI:41% TN:1% DO:8% )
XH62023073101301;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (TEMMUZ 2023)
XH62023073101301;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (TEMMUZ 2023)
XH62023073101301;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (AÐUSTOS 2023)
XH62023073101301;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (TEMMUZ 2023)
XH62023073101301;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (TEMMUZ 2023)(GSM:49% SA:13% SI:32% TN:2% DO:4% )
XH62023073101301;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (TEMMUZ 2023)(GSM:47% SA:10% SI:36% DO:8% )
XH62023073101301;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (TEMMUZ 2023)(GSM:36% SA:25% SI:30% DO:9% )
XH62023073101301;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (TEMMUZ 2023)(GSM:54% SA:9% SI:30% TN:1% DO:6% )
XH62023073101301;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (TEMMUZ 2023)(GSM:47% SA:14% SI:34% DO:6% )
XH62023073101301;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (TEMMUZ 2023)(GSM:42% SA:14% SI:28% TO:1% DO:16% )
C012023001245163;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (13/24)
C012023001454978;TELEFON
BTE2023000002325;SISTEM DESTEK HIZMET BEDELI
BTE2023000002332;SISTEM DESTEK HIZMET BEDELI
BTE2023000002456;LENOVO V15 G3 Ý5 1235U 8GB 512 GB SSD 15.6 WÝNDOWS 10 PRO
AAA2023000000257;CANON 057H MUADÝL TONER  
BNF2023000000390;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2023000000370;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2023000000409;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2023000000426;PROJE VE DANIÞMANLIK HÝZMETÝ
01S2023000940373;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2023000940373;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2023000940373;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2023000940373;UZAKTAN YEDEKLEME (%20 KDV )
01S2023000940373;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2023000940373;SANAL VERÝ MERKEZÝ (%20 KDV )
A162023053509767;DSL(ÝNTERNET)
01S2023000903333;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2023000903333;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2023000903333;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2023000903333;UZAKTAN YEDEKLEME (%20 KDV )
01S2023000903333;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2023000903333;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2023000903333;SANAL VERÝ MERKEZÝ (%20 KDV )
A162023053563053;DSL(ÝNTERNET)
XI62023083102692;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (AÐUSTOS 2023)(GSM:44% SA:13% SI:32% DO:11% )
XI62023083102692;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (AÐUSTOS 2023)(GSM:28% SA:15% SI:44% DO:13% )
XI62023083102692;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (AÐUSTOS 2023)(GSM:29% SA:11% SI:53% DO:7% )
XI62023083102692;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (AÐUSTOS 2023)(GSM:33% SA:16% SI:39% DO:11% )
XI62023083102692;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (AÐUSTOS 2023)(GSM:28% SA:21% SI:41% DO:10% )
XI62023083102692;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (AÐUSTOS 2023)
XI62023083102692;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (AÐUSTOS 2023)
XI62023083102692;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (EYLÜL 2023)
XI62023083102692;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (AÐUSTOS 2023)
XI62023083102692;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (AÐUSTOS 2023)(GSM:21% SA:8% SI:54% DO:17% )
