Şirket;Tarih;Fatura no;Fatura içeriği;Gider sınıfı;Firma;Adet;Brim Fiyat;KDV Tutarı;OIV Tutarı;Ödenecek Tutar;Kur;Birim Fiyat Dolar;KDV Dolar
Bekkiler;19.01.2024;BTE2024000000222;KUR FARKI;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;5387,24;1077,45;0,00;6464,69;0,00;0,00;0,00
Bekkiler;23.01.2024;AAA2024000000038;HP CE505X MUADİL TONER 6400 SAYFA  ;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;453,53;181,41;0,00;1088,46;0,00;0,00;0,00
Beksan;25.01.2024;ANE2024000000262;300E - LCD UZAKTAN KUMANDA / SNL-0143;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;91,67;18,33;0,00;110,00;0,00;0,00;0,00
Beksan;25.01.2024;ANE2024000000262;1060BC- AAA İNCE PİL FULLY;DONANIM G.;ANTENCİ ELEKTRONİK ;2,00;4,17;1,67;0,00;10,00;0,00;0,00;0,00
Beksan;25.01.2024;ANE2024000000262;GESİ GS 162G HDMI-HDMI 8MM 5MT;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;79,17;15,83;0,00;95,00;0,00;0,00;0,00
Beksan;30.01.2024;ANE2024000000313;VGA-HDMI ÇEVİRİCİ;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;165,66;33,13;0,00;198,79;0,00;0,00;0,00
Beksan;30.01.2024;ANE2024000000313;HDMI-HDMI 8MM 20MT;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;402,48;80,50;0,00;482,98;0,00;0,00;0,00
Beksan;30.01.2024;ANE2024000000313;HC PRO HAREKETLİ LCD ASKI APARATI;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;438,07;87,61;0,00;525,68;0,00;0,00;0,00
Bekkiler;31.01.2024;BNF2024000000034;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;6,10;4000,00;4880,00;0,00;29280,00;0,00;0,00;0,00
Beksan;31.01.2024;BNF2024000000017;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;5,52;5250,00;5796,00;0,00;34776,00;0,00;0,00;0,00
Beksan;31.01.2024;BNF2024000000123;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;5000,00;1000,00;0,00;6000,00;0,00;0,00;0,00
Bekkiler;31.01.2024;BNF2024000000107;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;4250,00;850,00;0,00;5100,00;0,00;0,00;0,00
Beksan;31.03.2024;01S2024000362371;KATMA DEĞERLİ SERVİSLER (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;294,70;58,94;0,00;353,64;0,00;0,00;0,00
Beksan;30.04.2024;01S2024000603979;KATMA DEĞERLİ SERVİSLER (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;294,70;58,94;0,00;353,64;0,00;0,00;0,00
Beksan;31.05.2024;01S2024000630077;KATMA DEĞERLİ SERVİSLER (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;294,70;58,94;0,00;353,64;0,00;0,00;0,00
Beksan;30.06.2024;01S2024000862947;KATMA DEĞERLİ SERVİSLER (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;294,70;58,94;0,00;353,64;0,00;0,00;0,00
Beksan;31.07.2024;01S2024000993651;KATMA DEĞERLİ SERVİSLER (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;294,70;58,94;0,00;353,64;0,00;0,00;0,00
Beksan;31.08.2024;01S2024001191744;KATMA DEĞERLİ SERVİSLER (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;294,70;58,94;0,00;353,64;0,00;0,00;0,00
Beksan;31.01.2024;A162024000482253;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;364,42;72,88;36,44;473,75;0,00;0,00;0,00
Beksan;31.01.2024;C012024000182633;TELEFON;SABIT HAT;TURKTELEKOM;1,00;340,23;68,05;34,02;442,30;0,00;0,00;0,00
Bekkiler;31.01.2024;A162024000443370;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;313,65;62,73;31,37;407,75;0,00;0,00;0,00
Bekkiler;31.01.2024;YB62024013101135;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662463513 (OCAK 2024);SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.01.2024;YB62024013101135;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662462750 (OCAK 2024);SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.01.2024;YB62024013101135;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662461426 (OCAK 2024);SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.01.2024;YB62024013101135;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662465108 (OCAK 2024);SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.01.2024;YB62024013101135;İŞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (ŞUBAT 2024);SABIT HAT;TURKNET;1,00;307,62;61,52;30,76;399,91;0,00;0,00;0,00
Bekkiler;31.01.2024;YB62024013101135;HER YÖNE 1000 DAKİKA - 10 TL/AY-2662465109 (OCAK 2024);SABIT HAT;TURKNET;1,00;7,69;1,54;0,77;10,00;0,00;0,00;0,00
Bekkiler;31.01.2024;YB62024013101135;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662462752 (OCAK 2024);SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.01.2024;YB62024013101135;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662462755 (OCAK 2024);SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.01.2024;YB62024013101135;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662462751 (OCAK 2024);SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.01.2024;YB62024013101135;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662460409 (OCAK 2024);SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.01.2024;YB62024013101135;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662460518 (OCAK 2024);SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Beksan;30.09.2024;01S2024001379186;KATMA DEĞERLİ SERVİSLER (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;294,70;58,94;0,00;353,64;0,00;0,00;0,00
Beksan;31.10.2024;01S2024001568531;KATMA DEĞERLİ SERVİSLER (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;294,70;58,94;0,00;353,64;0,00;0,00;0,00
Beksan;30.11.2024;01S2024001715655;KATMA DEĞERLİ SERVİSLER (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;294,70;58,94;0,00;353,64;0,00;0,00;0,00
Beksan;31.05.2023;01S2023000582240;KATMA DEĞERLİ SERVİSLER (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;294,70;53,05;0,00;347,75;0,00;0,00;0,00
Beksan;30.06.2023;01S2023000606213;KATMA DEĞERLİ SERVİSLER (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;294,70;53,05;0,00;347,75;0,00;0,00;0,00
Bekkiler;31.12.2021;01S2021000793206;DATA SERVİSLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;266,13;47,90;26,61;340,65;0,00;0,00;0,00
Bekkiler;31.12.2021;01S2021000793206;UZAKTAN YEDEKLEME (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;283,87;51,10;0,00;334,97;0,00;0,00;0,00
Beksan;31.01.2024;C012024000182633;TEMLİKLİ_SAMSUNG GALAXY A13 İKİ BİZDEN_24 AY TAKSİT ÜCRETİ (20/24);SABIT HAT;TURKTELEKOM;1,00;283,00;0,00;0,00;283,00;0,00;0,00;0,00
Beksan;01.02.2024;FU12024000000112;KABLOSUZ TELEFON PAN.KX TG1611 DECT SIYAH GRI;DONANIM G.;MEDİA MARKT;1,00;665,83;133,17;0,00;799,00;0,00;0,00;0,00
Bekkiler;01.02.2024;RAART000000000016;İLAN, REKLAM VE TANITIM;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;25750,00;5150,00;0,00;30900,00;0,00;0,00;0,00
Beksan;01.02.2024;BTE2024000000338;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;1200,00;240,00;0,00;1440,00;0,00;0,00;0,00
Bekkiler;01.02.2024;BTE2024000000345;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;1200,00;240,00;0,00;1440,00;0,00;0,00;0,00
Bekkiler;05.02.2024;AAA2024000000054;HP FUSER ASSEMBLY 220V LASERJET P2035/P2055(FIRIN ÜNİTESİ)    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;2791,67;558,33;0,00;3350,00;0,00;0,00;0,00
Beksan;06.02.2024;AAA2024000000057;132 MIN014 MINOLTA Dİ152 OPC DRUM;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;2850,00;570,00;0,00;3420,00;0,00;0,00;0,00
Beksan;06.02.2024;AAA2024000000057;142 MIN014İ MINOLTA DI-152/183 AA DRUM CLEANİNG BLADE DI-;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;1340,00;268,00;0,00;1608,00;0,00;0,00;0,00
Beksan;06.02.2024;AAA2024000000057;DV116 STARTER;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;1446,03;289,21;0,00;1735,24;0,00;0,00;0,00
Beksan;06.02.2024;AAA2024000000057;SERVİS ÜCRETİ    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;550,00;110,00;0,00;660,00;0,00;0,00;0,00
Bekkiler;10.02.2024;AAA2024000000064;HP CE505X MUADİL TONER 6400 SAYFA    ;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;459,83;183,93;0,00;1103,60;0,00;0,00;0,00
Bekkiler;10.02.2024;AAA2024000000064;CANON 057H MUADİL TONER   ;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;582,46;232,98;0,00;1397,89;0,00;0,00;0,00
Bekkiler;10.02.2024;AAA2024000000064;HP CE285A MUADİL TONER 1600 SAYFA   ;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;266,70;106,68;0,00;640,09;0,00;0,00;0,00
Beksan;21.02.2024;EFA2024000000619;STANDLI SİLİKON;EFLOW DONANIM G.;ELEKTROMAXX.NET;25,00;291,67;1458,33;0,00;8750,00;0,00;0,00;0,00
Beksan;21.02.2024;EFA2024000000619;TABLET EKRAN KORUYUCU NANO;EFLOW DONANIM G.;ELEKTROMAXX.NET;25,00;125,00;625,00;0,00;3750,00;0,00;0,00;0,00
Beksan;22.02.2024;BNF2024000000153;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;3,67;5250,00;3853,50;0,00;23121,00;0,00;0,00;0,00
Beksan;23.02.2024;ANE2024000000596;USB ETHERNET ÇEVİRİCİ DÖNÜŞTÜRÜCÜ;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;270,83;54,17;0,00;325,00;0,00;0,00;0,00
Beksan;27.02.2024;AAA2024000000089;8750 EPSON 8750 LX300 ORJİNAL ŞERİT İKİLİ PAKET   ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;333,33;66,67;0,00;400,00;0,00;0,00;0,00
Beksan;28.02.2024;AAA2024000000090;CLUTCH;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;166,67;33,33;0,00;200,00;0,00;0,00;0,00
Beksan;28.02.2024;H062024000000234;KABLOSUZ TELEFON PAN.KX TG1611 DECT SIYAH GRI;DONANIM G.;MEDİA MARKT;1,00;665,83;133,17;0,00;799,00;0,00;0,00;0,00
Beksan;29.02.2024;BNF2024000000259;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;5000,00;1000,00;0,00;6000,00;0,00;0,00;0,00
Beksan;29.02.2024;BTM2024000000418;MOUSE LECOO WS204 SİYAH KABLOSUZ;DONANIM G.;BTM TEKNOLOJİ ;1,00;200,00;40,00;0,00;240,00;0,00;0,00;0,00
Beksan;29.02.2024;BTM2024000000418;MOUSE TRUST ZİVA KABLOLU OPTİK SİYAH MOUSE;DONANIM G.;BTM TEKNOLOJİ ;1,00;80,00;16,00;0,00;96,00;0,00;0,00;0,00
Bekkiler;29.02.2024;BNF2024000000243;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;4250,00;850,00;0,00;5100,00;0,00;0,00;0,00
Beksan;31.07.2023;01S2023000823645;MPLSVPN HİZMETLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;252,23;45,40;25,22;322,85;0,00;0,00;0,00
Bekkiler;30.09.2021;01S2021000594433;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;266,12;47,90;0,00;314,02;0,00;0,00;0,00
Beksan;31.07.2023;01S2023000823645;UZAKTAN YEDEKLEME (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;253,29;45,59;0,00;298,88;0,00;0,00;0,00
Bekkiler;31.07.2023;01S2023000717211;DATA SERVİSLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;217,74;39,19;21,77;278,71;0,00;0,00;0,00
Bekkiler;31.07.2023;01S2023000717211;UZAKTAN YEDEKLEME (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;232,26;41,81;0,00;274,07;0,00;0,00;0,00
Beksan;31.08.2023;01S2023000940373;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Bekkiler;31.08.2023;01S2023000903333;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Beksan;30.09.2023;01S2023001114590;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Bekkiler;30.09.2023;01S2023001015908;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Beksan;31.10.2023;01S2023001259702;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Bekkiler;31.10.2023;01S2023001269785;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Beksan;30.11.2023;01S2023001397464;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Bekkiler;30.11.2023;01S2023001313674;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Bekkiler;29.02.2024;A162024001188677;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;314,23;62,85;31,42;408,50;0,00;0,00;0,00
Beksan;29.02.2024;C012024000383464;TELEFON;SABIT HAT;TURKTELEKOM;1,00;350,82;70,16;35,08;456,07;0,00;0,00;0,00
Bekkiler;29.02.2024;YC42024022904122;HER YÖNE 1000 DAKİKA - 74.9 TL/AY-2662462755 (ŞUBAT 2024);SABIT HAT;TURKNET;1,00;26,85;5,37;2,69;34,91;0,00;0,00;0,00
Bekkiler;29.02.2024;YC42024022904122;HER YÖNE 1000 DAKİKA - 74.9 TL/AY-2662462750 (ŞUBAT 2024)(GSM:25% SA:21% SI:53% TN:1% );SABIT HAT;TURKNET;1,00;26,85;5,37;2,69;34,91;0,00;0,00;0,00
Bekkiler;29.02.2024;YC42024022904122;HER YÖNE 1000 DAKİKA - 74.9 TL/AY-2662463513 (ŞUBAT 2024)(GSM:3% SA:16% SI:62% TN:10% DO:10% );SABIT HAT;TURKNET;1,00;26,85;5,37;2,69;34,91;0,00;0,00;0,00
Bekkiler;29.02.2024;YC42024022904122;HER YÖNE 1000 DAKİKA - 74.9 TL/AY-2662462752 (ŞUBAT 2024)(GSM:19% SA:14% SI:53% TN:8% TO:3% DO:3% );SABIT HAT;TURKNET;1,00;26,85;5,37;2,69;34,91;0,00;0,00;0,00
Bekkiler;29.02.2024;YC42024022904122;HER YÖNE 1000 DAKİKA - 74.9 TL/AY-2662460518 (ŞUBAT 2024)(GSM:30% SA:5% SI:64% TN:2% );SABIT HAT;TURKNET;1,00;26,85;5,37;2,69;34,91;0,00;0,00;0,00
Bekkiler;29.02.2024;YC42024022904122;HER YÖNE 1000 DAKİKA - 34.9 TL/AY-2662465109 (ŞUBAT 2024);SABIT HAT;TURKNET;1,00;26,85;5,37;2,69;34,91;0,00;0,00;0,00
Bekkiler;29.02.2024;YC42024022904122;HER YÖNE 1000 DAKİKA - 74.9 TL/AY-2662461426 (ŞUBAT 2024);SABIT HAT;TURKNET;1,00;26,85;5,37;2,69;34,91;0,00;0,00;0,00
Bekkiler;29.02.2024;YC42024022904122;HER YÖNE 1000 DAKİKA - 74.9 TL/AY-2662462751 (ŞUBAT 2024)(GSM:26% SA:36% SI:36% TN:2% );SABIT HAT;TURKNET;1,00;26,85;5,37;2,69;34,91;0,00;0,00;0,00
Bekkiler;29.02.2024;YC42024022904122;HER YÖNE 1000 DAKİKA - 74.9 TL/AY-2662460409 (ŞUBAT 2024)(GSM:13% SA:3% SI:81% TN:1% TO:1% );SABIT HAT;TURKNET;1,00;26,85;5,37;2,69;34,91;0,00;0,00;0,00
Bekkiler;29.02.2024;YC42024022904122;İŞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (MART 2024);SABIT HAT;TURKNET;1,00;307,62;61,52;30,76;399,91;0,00;0,00;0,00
Bekkiler;29.02.2024;YC42024022904122;HER YÖNE 1000 DAKİKA - 74.9 TL/AY-2662465108 (ŞUBAT 2024)(GSM:7% SA:6% SI:74% TN:8% TO:1% DO:5% );SABIT HAT;TURKNET;1,00;26,85;5,37;2,69;34,91;0,00;0,00;0,00
Beksan;29.02.2024;C012024000383464;TEMLİKLİ_SAMSUNG GALAXY A13 İKİ BİZDEN_24 AY TAKSİT ÜCRETİ (21/24);SABIT HAT;TURKTELEKOM;1,00;283,00;0,00;0,00;283,00;0,00;0,00;0,00
Beksan;01.03.2024;BTE2024000000638;LENOVO E14 G4 İ7-1255U 16GB 512GB W11PRO;DONANIM G.;BTE BİLGİSAYAR YAZ. DON.;1,00;29699,57;5939,91;0,00;35639,48;31,26;950,00;190,00
Beksan;01.03.2024;BTE2024000000657;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;1200,00;240,00;0,00;1440,00;0,00;0,00;0,00
Bekkiler;01.03.2024;BTE2024000000664;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;1200,00;240,00;0,00;1440,00;0,00;0,00;0,00
Beksan;07.03.2024;ANE2024000000734;FASTER 4GB METAL USB FLASH BELLEK / 23693;DONANIM G.;ANTENCİ ELEKTRONİK ;5,00;70,00;70,01;0,00;420,01;0,00;0,00;0,00
Beksan;07.03.2024;ANE2024000000734;507A / 1.5MT HDMI KABLO / 8600;DONANIM G.;ANTENCİ ELEKTRONİK ;2,00;39,58;15,83;0,00;95,00;0,00;0,00;0,00
Beksan;07.03.2024;ANE2024000000734;POWERMASTER RJ45 CAT6 8P/8C SOKET MAVİ / 22702;DONANIM G.;ANTENCİ ELEKTRONİK ;100,00;1,04;20,83;0,00;124,99;0,00;0,00;0,00
Bekkiler;11.03.2024;RAART000000000017;İLAN, REKLAM VE TANITIM;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;15000,00;3000,00;0,00;18000,00;0,00;0,00;0,00
Beksan;13.03.2024;BTM2024000000507;"MNT 23.8"" VİEWSONİC VA2406-H-2 4MS FULL HD MONİTÖR";DONANIM G.;BTM TEKNOLOJİ ;1,00;2291,67;458,33;0,00;2750,00;0,00;0,00;0,00
Bekkiler;13.03.2024;RAART000000000018;İLAN, REKLAM VE TANITIM;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;36812,50;7362,50;0,00;44175,00;0,00;0,00;0,00
Beksan;14.03.2024;EFC2024000031978;YENİ .TR ALAN ADI KAYDI ÖN SİPARİŞ (BEKSAN.TR);WEB SİTESİ G.;ÇİZGİ TELEKOMÜNİKASYON;1,00;192,32;38,46;0,00;230,78;0,00;0,00;0,00
Bekkiler;14.03.2024;EFC2024000031979;YENİ .TR ALAN ADI KAYDI ÖN SİPARİŞ (BEKKİLER.TR);WEB SİTESİ G.;ÇİZGİ TELEKOMÜNİKASYON;1,00;192,32;38,46;0,00;230,78;0,00;0,00;0,00
Bekkiler;14.03.2024;EFC2024000031979;YENİ .COM.TR ALAN ADI KAYDI (BEKKİLER.COM.TR);WEB SİTESİ G.;ÇİZGİ TELEKOMÜNİKASYON;1,00;31,83;6,37;0,00;38,20;0,00;0,00;0,00
Bekkiler;14.03.2024;EFC2024000031979;YENİ .TR ALAN ADI KAYDI ÖN SİPARİŞ (BEKKİLER.TR);WEB SİTESİ G.;ÇİZGİ TELEKOMÜNİKASYON;1,00;192,32;38,46;0,00;230,78;0,00;0,00;0,00
Bekkiler;14.03.2024;EFC2024000031979;YENİ .COM.TR ALAN ADI KAYDI (BEKKİLER.COM.TR);WEB SİTESİ G.;ÇİZGİ TELEKOMÜNİKASYON;1,00;31,83;6,37;0,00;38,20;0,00;0,00;0,00
Beksan;25.03.2024;BNF2024000000287;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;4,81;5250,00;5050,50;0,00;30303,00;0,00;0,00;0,00
Bekkiler;25.03.2024;BNF2024000000302;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;0,96;4000,00;768,00;0,00;4608,00;0,00;0,00;0,00
Beksan;26.03.2024;BTM2024000000594;GUV CAM 2MP HIKVISION DS-2CD1023G0-IUF 2.8 MM IP BULLET KAMERA;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;2,00;1250,00;500,00;0,00;3000,00;0,00;0,00;0,00
Beksan;26.03.2024;BTM2024000000594;BUAT QIHAN Q-BT52 KARE BAĞLANTI KUTUSU IP66;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;50,00;10,00;0,00;60,00;0,00;0,00;0,00
Beksan;26.03.2024;BTM2024000000594;DIGITUS CAT6 AWG 23/1-COLOR PURPLE-SIMPLEX-DK-1613-VH-5-CAT;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;250,00;13,00;650,00;0,00;3900,00;0,00;0,00;0,00
Beksan;26.03.2024;BTM2024000000594;SPİRAL BORU;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;100,00;10,00;200,00;0,00;1200,00;0,00;0,00;0,00
Beksan;26.03.2024;BTM2024000000594;HİZMET BEDELİ ( 1 GÜN );GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;3000,00;600,00;0,00;3600,00;0,00;0,00;0,00
Beksan;26.03.2024;BTM2024000000594;ÇANTA CLASSONE BND200 EKO SERİSİ 15.6-SİYAH;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;2,00;150,00;60,00;0,00;360,00;0,00;0,00;0,00
Bekkiler;28.03.2024;BTE2024000001004;"LENOVO V15 G3 İ7-1255U 16GB 512GB SSD 15,6"" FHD WİNDOWS 11 PRO";DONANIM G.;BTE BİLGİSAYAR YAZ. DON.;3,00;23073,98;13844,39;0,00;83066,33;32,27;715,00;429,00
Beksan;30.03.2024;BNF2024000000398;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;5000,00;1000,00;0,00;6000,00;0,00;0,00;0,00
Bekkiler;30.03.2024;BNF2024000000382;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;4250,00;850,00;0,00;5100,00;0,00;0,00;0,00
Beksan;31.12.2023;01S2023001468254;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Bekkiler;31.12.2023;01S2023001518982;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Beksan;31.01.2024;01S2024000036694;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Bekkiler;31.01.2024;01S2024000008831;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Beksan;29.02.2024;01S2024000267594;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Bekkiler;29.02.2024;01S2024000272262;OFİS GÜVENLİK DUVARI (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;225,00;45,00;0,00;270,00;0,00;0,00;0,00
Beksan;31.03.2024;A162024001881044;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;365,00;73,00;36,50;474,50;0,00;0,00;0,00
Beksan;31.03.2024;C012024000582742;TELEFON;SABIT HAT;TURKTELEKOM;1,00;340,23;68,05;34,02;442,30;0,00;0,00;0,00
Bekkiler;31.03.2024;A162024001541326;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;314,23;62,85;31,42;408,50;0,00;0,00;0,00
